 

stn    time           tre200h0  rre150h0  rre024i0
BUF    2021032919          0.0       0.0       0.0
BUF    2021032920         -1.6       0.0       0.0
BUF    2021032921         -2.5       0.0       0.0
BUF    2021032922         -3.3       0.0       0.0
BUF    2021032923         -3.9       0.0       0.0
BUF    2021033000         -4.2       0.0       0.0
BUF    2021033001         -5.1       0.0       0.0
BUF    2021033002         -5.5       0.0       0.0
BUF    2021033003         -6.1       0.0       0.0
BUF    2021033004         -6.3       0.0       0.0
BUF    2021033005         -6.5       0.0       0.0
BUF    2021033006         -6.5       0.0       0.0
BUF    2021033007         -3.9       0.0       0.0
BUF    2021033008          1.8       0.0       0.0
BUF    2021033009          7.9       0.0       0.0
BUF    2021033010         10.2       0.0       0.0
BUF    2021033011         11.4       0.0       0.0
BUF    2021033012         12.2       0.0       0.0
BUF    2021033013         12.6       0.0       0.0
BUF    2021033014         13.0       0.0       0.0
BUF    2021033015         12.6       0.0       0.0
BUF    2021033016         11.8       0.0       0.0
BUF    2021033017          8.0       0.0       0.0
BUF    2021033018          2.8       0.0       0.0
BUF    2021033019          0.6       0.0       0.0
BUF    2021033020         -0.9       0.0       0.0
BUF    2021033021         -2.0       0.0       0.0
BUF    2021033022         -2.8       0.0       0.0
BUF    2021033023         -3.6       0.0       0.0
BUF    2021033100         -4.1       0.0       0.0
BUF    2021033101         -4.6       0.0       0.0
BUF    2021033102         -5.0       0.0       0.0
BUF    2021033103         -5.5       0.0       0.0
BUF    2021033104         -5.6       0.0       0.0
BUF    2021033105         -6.1       0.0       0.0
BUF    2021033106         -6.3       0.0       0.0
BUF    2021033107         -3.7       0.0       0.0
BUF    2021033108          1.9       0.0       0.0
BUF    2021033109          7.5       0.0       0.0
BUF    2021033110          9.4       0.0       0.0
BUF    2021033111         10.0       0.0       0.0
BUF    2021033112         10.6       0.0       0.0
BUF    2021033113         11.6       0.0       0.0
BUF    2021033114         11.7       0.0       0.0
BUF    2021033115         11.4       0.0       0.0
BUF    2021033116         10.1       0.0       0.0
BUF    2021033117          6.5       0.0       0.0
BUF    2021033118          2.9       0.0       0.0
BUF    2021033119          0.4       0.0       0.0
BUF    2021033120         -1.0       0.0       0.0
BUF    2021033121         -1.8       0.0       0.0
BUF    2021033122         -2.5       0.0       0.0
BUF    2021033123         -3.2       0.0       0.0
BUF    2021040100         -3.8       0.0       0.0
BUF    2021040101         -4.3       0.0       0.0
BUF    2021040102         -4.9       0.0       0.0
BUF    2021040103         -5.4       0.0       0.0
BUF    2021040104         -5.9       0.0       0.0
BUF    2021040105         -6.1       0.0       0.0
BUF    2021040106         -6.4       0.0       0.0
BUF    2021040107         -3.9       0.0       0.0
BUF    2021040108          1.9       0.0       0.0
BUF    2021040109          7.3       0.0       0.0
BUF    2021040110          9.1       0.0       0.0
BUF    2021040111         10.0       0.0       0.0
BUF    2021040112         10.4       0.0       0.0
BUF    2021040113         10.8       0.0       0.0
BUF    2021040114         10.9       0.0       0.0
BUF    2021040115         11.0       0.0       0.0
BUF    2021040116         10.3       0.0       0.0
BUF    2021040117          8.4       0.0       0.0
BUF    2021040118          4.0       0.0       0.0
BUF    2021040119          1.2       0.0       0.0
BUF    2021040120         -0.4       0.0       0.0
BUF    2021040121         -1.3       0.0       0.0
BUF    2021040122         -1.5       0.0       0.0
BUF    2021040123          0.4       0.0       0.0
BUF    2021040200         -1.4       0.0       0.0
BUF    2021040201         -2.8       0.0       0.0
BUF    2021040202         -3.0       0.0       0.0
BUF    2021040203         -3.6       0.0       0.0
BUF    2021040204         -4.0       0.0       0.0
BUF    2021040205         -4.2       0.0       0.0
BUF    2021040206         -3.7       0.0       0.0
BUF    2021040207         -1.4       0.0       0.0
BUF    2021040208          3.1       0.0       0.0
BUF    2021040209          7.4       0.0       0.0
BUF    2021040210          7.7       0.0       0.0
BUF    2021040211          8.1       0.0       0.0
BUF    2021040212          8.0       0.0       0.0
BUF    2021040213          8.6       0.0       0.0
BUF    2021040214          9.4       0.0       0.0
BUF    2021040215          9.4       0.0       0.0
BUF    2021040216          8.8       0.0       0.0
BUF    2021040217          7.1       0.0       0.0
BUF    2021040218          4.6       0.0       0.0
BUF    2021040219          4.2       0.0       0.0
BUF    2021040220          4.0       0.0       0.0
BUF    2021040221          4.0       0.0       0.0
BUF    2021040222          3.2       0.0       0.0
BUF    2021040223          2.9       0.0       0.0
BUF    2021040300          2.4       0.0       0.0
BUF    2021040301          2.3       0.0       0.0
BUF    2021040302          1.0       0.0       0.0
BUF    2021040303          0.3       0.0       0.0
BUF    2021040304         -0.3       0.0       0.0
BUF    2021040305         -2.9       0.0       0.0
BUF    2021040306         -3.6       0.0       0.0
BUF    2021040307         -1.2       0.0       0.0
BUF    2021040308          0.4       0.0       0.0
BUF    2021040309          0.8       0.0       0.0
BUF    2021040310          1.3       0.0       0.0
BUF    2021040311          2.3       0.0       0.0
BUF    2021040312          3.0       0.0       0.0
BUF    2021040313          3.5       0.0       0.0
BUF    2021040314          3.4       0.0       0.0
BUF    2021040315          3.4       0.0       0.0
BUF    2021040316          3.0       0.0       0.0
BUF    2021040317          1.4       0.0       0.0
BUF    2021040318         -0.5       0.0       0.0
BUF    2021040319         -2.8       0.0       0.0
BUF    2021040320         -3.1       0.0       0.0
BUF    2021040321         -4.6       0.0       0.0
BUF    2021040322         -6.7       0.0       0.0
BUF    2021040323         -8.3       0.0       0.0
BUF    2021040400         -9.6       0.0       0.0
BUF    2021040401        -10.5       0.0       0.0
BUF    2021040402        -11.3       0.0       0.0
BUF    2021040403        -11.8       0.0       0.0
BUF    2021040404        -12.2       0.0       0.0
BUF    2021040405        -12.5       0.0       0.0
BUF    2021040406        -12.5       0.0       0.0
BUF    2021040407         -9.4       0.0       0.0
BUF    2021040408         -4.8       0.0       0.0
BUF    2021040409         -2.1       0.0       0.0
BUF    2021040410          0.5       0.0       0.0
BUF    2021040411          2.2       0.0       0.0
BUF    2021040412          2.8       0.0       0.0
BUF    2021040413          3.4       0.0       0.0
BUF    2021040414          3.8       0.0       0.0
BUF    2021040415          3.7       0.0       0.0
BUF    2021040416          3.4       0.0       0.0
BUF    2021040417          2.6       0.0       0.0
BUF    2021040418          0.0       0.0       0.0
BUF    2021040419         -3.1       0.0       0.0
BUF    2021040420         -4.5       0.0       0.0
BUF    2021040421         -5.8       0.0       0.0
BUF    2021040422         -6.7       0.0       0.0
BUF    2021040423         -7.8       0.0       0.0
BUF    2021040500         -8.6       0.0       0.0
BUF    2021040501         -9.2       0.0       0.0
BUF    2021040502         -9.7       0.0       0.0
BUF    2021040503        -10.4       0.0       0.0
BUF    2021040504        -10.8       0.0       0.0
BUF    2021040505        -11.3       0.0       0.0
BUF    2021040506        -11.0       0.0       0.0
BUF    2021040507         -7.6       0.0       0.0
BUF    2021040508         -1.8       0.0       0.0
BUF    2021040509          2.6       0.0       0.0
BUF    2021040510          4.9       0.0       0.0
BUF    2021040511          6.2       0.0       0.0
BUF    2021040512          6.7       0.0       0.0
BUF    2021040513          6.6       0.0       0.0
BUF    2021040514          6.6       0.0       0.0
BUF    2021040515          6.6       0.0       0.0
BUF    2021040516          6.2       0.0       0.0
BUF    2021040517          4.6       0.0       0.0
BUF    2021040518          3.0       0.0       0.0
BUF    2021040519          1.8       0.0       0.0
BUF    2021040520          0.8       0.0       0.0
BUF    2021040521         -0.6       0.0       0.0
BUF    2021040522         -1.3       0.0       0.0
BUF    2021040523         -2.2       0.0       0.0
BUF    2021040600         -4.3       0.0       0.0
BUF    2021040601         -5.5       0.0       0.0
BUF    2021040602         -6.6       0.0       0.0
BUF    2021040603         -7.5       0.0       0.0
BUF    2021040604         -8.2       0.0       0.0
BUF    2021040605         -9.2       0.0       0.0
BUF    2021040606         -9.7       0.0       0.0
BUF    2021040607         -9.4       0.0       0.0
BUF    2021040608         -9.1       0.0       0.0
BUF    2021040609         -8.4       0.0       0.0
BUF    2021040610         -7.7       0.0       0.0
BUF    2021040611         -7.4       0.0       0.0
BUF    2021040612         -6.6       0.0       0.0
BUF    2021040613         -6.2       0.0       0.0
BUF    2021040614         -6.9       0.0       0.0
BUF    2021040615         -6.9       0.0       0.0
BUF    2021040616         -8.2       0.0       0.0
BUF    2021040617         -8.8       0.0       0.0
BUF    2021040618         -9.2       0.0       0.0
BUF    2021040619        -10.1       0.0       0.0
BUF    2021040620        -10.6       0.0       0.0
BUF    2021040621        -10.8       0.0       0.0
BUF    2021040622        -11.2       0.1       0.1
BUF    2021040623        -11.7       0.0       0.1
BUF    2021040700        -11.3       0.0       0.1
BUF    2021040701        -11.1       0.0       0.1
BUF    2021040702        -11.3       0.0       0.1
BUF    2021040703        -11.6       0.0       0.1
BUF    2021040704        -11.8       0.0       0.1
BUF    2021040705        -12.2       0.0       0.1
BUF    2021040706        -11.9       0.3       0.4
BUF    2021040707        -11.6       0.2       0.6
BUF    2021040708        -11.1       0.0       0.6
BUF    2021040709        -11.0       0.1       0.7
BUF    2021040710        -10.4       0.0       0.7
BUF    2021040711        -10.4       0.0       0.7
BUF    2021040712         -9.1       0.0       0.7
BUF    2021040713         -8.2       0.0       0.7
BUF    2021040714         -8.7       0.0       0.7
BUF    2021040715         -9.3       0.0       0.7
BUF    2021040716         -9.2       0.0       0.7
BUF    2021040717         -9.4       0.0       0.7
BUF    2021040718         -9.6       0.0       0.7
BUF    2021040719         -9.9       0.0       0.7
BUF    2021040720        -10.1       0.0       0.7
BUF    2021040721        -10.7       0.0       0.7
BUF    2021040722        -11.3       0.0       0.6
BUF    2021040723        -11.5       0.0       0.6
BUF    2021040800        -11.0       0.1       0.7
BUF    2021040801        -10.6       0.4       1.1
BUF    2021040802        -10.6       0.1       1.2
BUF    2021040803        -10.9       0.0       1.2
BUF    2021040804        -11.8       0.0       1.2
BUF    2021040805        -12.3       0.0       1.2
BUF    2021040806        -13.7       0.0       0.9
BUF    2021040807        -10.7       0.0       0.7
BUF    2021040808         -6.7       0.0       0.7
BUF    2021040809         -5.1       0.0       0.6
BUF    2021040810         -3.6       0.0       0.6
BUF    2021040811         -2.1       0.0       0.6
BUF    2021040812         -0.8       0.0       0.6
BUF    2021040813          0.4       0.0       0.6
BUF    2021040814          0.9       0.0       0.6
BUF    2021040815          1.1       0.0       0.6
BUF    2021040816          0.8       0.0       0.6
BUF    2021040817         -0.8       0.0       0.6
BUF    2021040818         -3.8       0.0       0.6
BUF    2021040819         -6.3       0.0       0.6
BUF    2021040820         -8.4       0.0       0.6
BUF    2021040821         -9.9       0.0       0.6
